coucode,casecode,indcode,dQi,dCi
1,33,9,0.0159607748001619,-0.000289886838600761
1,33,10,0.00844308363600055,NaN
1,33,11,0.0170668305412629,-0.000289886838600761
1,33,12,0.0415149530741026,-0.000289886838600761
1,33,13,0.0208530118798279,-0.000289886838600761
1,33,14,0.00793730960194117,-0.000289886838600761
1,33,15,0.0657625424620184,-0.000289886838600539
1,33,16,0.0110015790163328,-0.000289886838600761
1,33,17,0.00271661154187253,-0.000289886838600761
1,33,18,0.0103508735572956,-0.000289886838600539
1,33,19,0.0180492270193071,-0.000289886838600983
1,33,20,0.00745728640535015,-0.000289886838600539
1,33,21,0.00404308518934815,-0.000289886838600761
1,33,22,0.0106836949773562,-0.000289886838600761
1,33,23,0.0106901095225204,-0.000289886838600761
1,33,24,0.033141169219537,-0.000289886838600761
1,33,25,0.0134088984109813,-0.000289886838600539
1,33,26,0.0225851463529898,-0.000289886838600539
1,33,27,0.00777814356703277,-0.000289886838600761
1,33,28,0.00559361336188047,-0.000289886838600539
1,33,29,0.0240372924582727,-0.000289886838600761
1,33,30,0.00343768787360454,-0.000289886838600761
1,33,31,0.00142341434858106,-0.000289886838600761
1,33,32,-0,-0.000289886838600761
1,33,33,0.470882740181183,0.775133484294487
1,33,34,0.00183472608404511,-0.000289886838600539
1,20,1,0.0640968878424062,-0.00139540482627232
1,20,2,0.205769228646457,0.163742670907477
1,20,3,0.0409363283475377,-0.0013954048262721
1,20,4,0.421743080763874,0.720412286865663
1,20,5,0.0461160347022768,NaN
1,20,6,0.293350499291409,0.541199312526296
1,20,7,0.339890263971886,0.845967782243276
1,20,8,0.30337590146755,0.556445867547459
1,20,9,0.212206458141236,0.46112609085526
1,20,10,0.0368466095850735,NaN
1,20,11,0.141183906535822,0.460770005374179
1,20,12,0.155768667490392,0.195319019112909
1,20,13,0.261662555827897,0.56108275849324
1,20,14,0.311203814077407,0.377091604114497
1,20,15,0.313033981684129,0.540490827302066
1,20,16,0.0757441574130072,-0.00139540482627232
1,20,17,0.0161195829295062,-0.00139540482627232
1,20,18,0.483605298797567,0.845476826283259
1,20,19,0.383289889414484,0.634245554061175
1,20,20,0.677907803460828,0.793243686435344
1,20,21,0.0167564036836452,-0.00139540482627232
1,20,22,0.0585158499062471,-0.00139540482627232
1,20,23,0.0949366809948227,-0.00139540482627232
1,20,24,0.12302253249901,-0.00139540482627232
1,20,25,0.103818864806308,-0.0013954048262721
1,20,26,0.0847437113667431,-0.0013954048262721
1,20,27,0.0494823112226221,-0.00139540482627232
1,20,28,0.0505372323230305,-0.00139540482627232
1,20,29,0.0887243917906462,-0.00139540482627232
1,20,30,0.0121218201328975,-0.00139540482627232
1,20,31,0.00303482817509815,-0.0013954048262721
1,20,32,-0,-0.0013954048262721
1,20,33,0.0538556384214844,-0.0013954048262721
1,20,34,0.00601798876415638,-0.0013954048262721
1,0,1,0.182464613385826,-0.00220590725943715
1,0,2,0.252582523184806,0.163742683975071
1,0,3,0.225907070441287,-0.00220590725943715
1,0,4,0.464654223619356,0.720412301606875
1,0,5,0.0700341834804643,NaN
1,0,6,0.361025234619678,0.541199320085951
1,0,7,0.412536175279992,0.84599937135834
1,0,8,0.355273243922428,0.556445874494321
1,0,9,0.26164531987515,0.461126099417209
1,0,10,0.0623020799003557,NaN
1,0,11,0.183868076515023,0.46077001363872
1,0,12,0.228746163262957,0.195319032064718
1,0,13,0.304625415845173,0.561082765258566
1,0,14,0.349364521561551,0.377091613401904
1,0,15,0.398786298367858,0.54049083481898
1,0,16,0.130264425190706,-0.00220590725943715
1,0,17,0.028230355900781,-0.00220590725943715
1,0,18,0.572703496060596,0.845507599869368
1,0,19,0.435335164833064,0.634245559698007
1,0,20,0.700714393069849,0.793245223980014
1,0,21,0.782910709686932,0.898672074301211
1,0,22,0.463034154185097,0.755414582678636
1,0,23,0.142230424378089,-0.00220590725943715
1,0,24,0.221605413472867,0.584952610171131
1,0,25,0.155469331946328,-0.00220590725943692
1,0,26,0.135631827354333,-0.00220590725943692
1,0,27,0.0859721208157077,-0.00220590725943715
1,0,28,0.081500649675013,-0.00220590725943715
1,0,29,0.15461315906806,-0.00220590725943715
1,0,30,0.0207395223345493,-0.00220590725943715
1,0,31,0.0057784508419253,-0.00220590725943715
1,0,32,-0,-0.00220590725943715
1,0,33,0.544770409127244,0.775133113632462
1,0,34,0.0100406716105736,-0.00220590725943715
2,21,1,0.147946420673039,-1.60680473371144e-08
2,21,2,0.0264950200224028,-1.60680471150698e-08
2,21,3,0.213407640277976,-1.60680471150698e-08
2,21,4,0.0369962730528813,-1.60680471150698e-08
2,21,5,0.0157996557725828,-1.60680471150698e-08
2,21,6,0.0365224687981471,-1.60680471150698e-08
2,21,7,0.0230020666628523,-1.60680471150698e-08
2,21,8,0.031895009293659,-1.60680468930252e-08
2,21,9,0.0294205040053622,-1.60680471150698e-08
2,21,10,0.0207956724754151,-1.60680473371144e-08
2,21,11,0.0295635240502519,-1.60680471150698e-08
2,21,12,0.0166611555942788,-1.60680471150698e-08
2,21,13,0.016877054072175,-1.60680471150698e-08
2,21,14,0.00738250062084356,-1.60680471150698e-08
2,21,15,0.0193822355425266,-1.60680471150698e-08
2,21,16,0.0367655416888631,-1.60680471150698e-08
2,21,17,0.019047247790131,-1.60680471150698e-08
2,21,18,0.010541599620252,-1.60680471150698e-08
2,21,19,0.0457100641354845,-1.60680473371144e-08
2,21,20,0.0109243991054401,-1.60680468930252e-08
2,21,21,0.805604795491256,0.893770077686731
2,21,22,0.0199652467937423,-1.60680468930252e-08
2,21,23,0.0275345375146656,-1.60680473371144e-08
2,21,24,0.0203162241503675,-1.60680473371144e-08
2,21,25,0.0242139607523963,-1.60680471150698e-08
2,21,26,0.0244997995065933,-1.60680471150698e-08
2,21,27,0.033751458719773,-1.60680473371144e-08
2,21,28,0.0255910494464329,-1.60680471150698e-08
2,21,29,0.0343364079240411,-1.60680471150698e-08
2,21,30,0.00145560663489941,-1.60680471150698e-08
2,21,31,0.00103303582400416,-1.60680471150698e-08
2,21,32,0.000388349417358103,-1.60680473371144e-08
2,21,33,0.0147325288489177,-1.60680471150698e-08
2,21,34,-2.22044604925031e-16,-1.60680471150698e-08
2,22,1,0.00225060719348591,-2.89580714962767e-09
2,22,2,0.0151691724324742,-2.89580692758307e-09
2,22,3,0.00230411375181527,-2.89580692758307e-09
2,22,4,0.00459633494692846,-2.89580714962767e-09
2,22,5,0.0028368322747897,-2.89580692758307e-09
2,22,6,0.00515449428398174,-2.89580714962767e-09
2,22,7,0.0179614811847025,-2.89580714962767e-09
2,22,8,0.00441092686129663,-2.89580692758307e-09
2,22,9,0.00555704419395275,-2.89580692758307e-09
2,22,10,0.00437012250523616,-2.89580692758307e-09
2,22,11,0.00588181151809974,-2.89580692758307e-09
2,22,12,0.00619412068370717,-2.89580692758307e-09
2,22,13,0.00755848829186989,-2.89580714962767e-09
2,22,14,0.00433455903511748,-2.89580692758307e-09
2,22,15,0.0129394500783642,-2.89580692758307e-09
2,22,16,0.0100927046780676,-2.89580714962767e-09
2,22,17,0.002856745681865,-2.89580714962767e-09
2,22,18,0.0140623537165704,-2.89580692758307e-09
2,22,19,0.0049789158170841,-2.89580692758307e-09
2,22,20,0.000997624332636615,-2.89580692758307e-09
2,22,21,0.00135663052948154,-2.89580737167228e-09
2,22,22,0.370726480408269,0.596859072363848
2,22,23,0.0131007018522314,-2.89580692758307e-09
2,22,24,0.00777493862696133,-2.89580714962767e-09
2,22,25,0.0342049648711383,-2.89580714962767e-09
2,22,26,0.00447746478146527,-2.89580714962767e-09
2,22,27,0.00639871361543098,-2.89580714962767e-09
2,22,28,0.00324675630083004,-2.89580692758307e-09
2,22,29,0.00865622821032985,-2.89580692758307e-09
2,22,30,0.000468770490949955,-2.89580714962767e-09
2,22,31,0.000460287097518219,-2.89580714962767e-09
2,22,32,6.54515123249544e-05,-2.89580692758307e-09
2,22,33,0.000938873886360603,-2.89580692758307e-09
2,22,34,-0,-2.89580714962767e-09
2,24,1,0.00149463724776544,-1.48672807398498e-09
2,24,2,0.0186702280363064,-1.48672785194037e-09
2,24,3,0.00168033712845927,-1.48672785194037e-09
2,24,4,0.0028503853665105,-1.48672762989577e-09
2,24,5,0.00153126325692832,-1.48672762989577e-09
2,24,6,0.00324175531099713,-1.48672807398498e-09
2,24,7,0.0226996071348643,-1.48672785194037e-09
2,24,8,0.00314752148134156,-1.48672762989577e-09
2,24,9,0.0024887808771642,-1.48672762989577e-09
2,24,10,0.00218058074886351,-1.48672785194037e-09
2,24,11,0.00304983453556362,-1.48672785194037e-09
2,24,12,0.00438318602802878,-1.48672785194037e-09
2,24,13,0.00572419832448734,-1.48672785194037e-09
2,24,14,0.00257386599299536,-1.48672785194037e-09
2,24,15,0.0101926089113407,-1.48672785194037e-09
2,24,16,0.00311830425035864,-1.48672762989577e-09
2,24,17,0.00139733958517962,-1.48672807398498e-09
2,24,18,0.00147334070825356,-1.48672762989577e-09
2,24,19,0.00368007424119199,-1.48672785194037e-09
2,24,20,0.000515222027100748,-1.48672785194037e-09
2,24,21,0.001951645356704,-1.48672807398498e-09
2,24,22,0.00363102987545671,-1.48672785194037e-09
2,24,23,0.0209138344146813,-1.48672762989577e-09
2,24,24,0.492217958149092,0.885331550800079
2,24,25,0.066781530364091,-1.48672785194037e-09
2,24,26,0.00270251170907465,-1.48672785194037e-09
2,24,27,0.00362881139137505,-1.48672785194037e-09
2,24,28,0.00150450425896265,-1.48672785194037e-09
2,24,29,0.00525135494237161,-1.48672785194037e-09
2,24,30,0.000457544292141732,-1.48672785194037e-09
2,24,31,0.000395277222951629,-1.48672785194037e-09
2,24,32,5.74940462019224e-05,-1.48672785194037e-09
2,24,33,0.000568986846526065,-1.48672785194037e-09
2,24,34,-0,-1.48672785194037e-09
2,33,1,0.00602839692955259,-6.20436946263681e-09
2,33,2,0.0109691417938139,-6.2043692405922e-09
2,33,3,0.00604442203859323,-6.20436946263681e-09
2,33,4,0.0123735493274592,-6.2043692405922e-09
2,33,5,0.00652779805401882,-6.2043692405922e-09
2,33,6,0.027889538883717,-6.2043692405922e-09
2,33,7,0.0100864062324535,-6.2043692405922e-09
2,33,8,0.0103172172097165,-6.2043692405922e-09
2,33,9,0.0126982390031861,-6.2043692405922e-09
2,33,10,0.00765559436087493,-6.2043690185476e-09
2,33,11,0.00903622374612589,-6.2043692405922e-09
2,33,12,0.00651887965848708,-6.2043690185476e-09
2,33,13,0.00811292112892903,-6.2043692405922e-09
2,33,14,0.00396365396940068,-6.2043692405922e-09
2,33,15,0.00845360263315387,-6.2043692405922e-09
2,33,16,0.0182028390369944,-6.2043692405922e-09
2,33,17,0.00735723416941902,-6.2043692405922e-09
2,33,18,0.00541345117627556,-6.2043690185476e-09
2,33,19,0.0124331583570456,-6.2043692405922e-09
2,33,20,0.00244687692205203,-6.2043692405922e-09
2,33,21,0.00304401746713834,-6.2043692405922e-09
2,33,22,0.00641508256300116,-6.2043690185476e-09
2,33,23,0.0118626302188505,-6.2043690185476e-09
2,33,24,0.0129914656957882,-6.2043692405922e-09
2,33,25,0.00932227522016138,-6.2043692405922e-09
2,33,26,0.0271867547825632,-6.2043692405922e-09
2,33,27,0.0158220082108574,-6.20436946263681e-09
2,33,28,0.0100495087650136,-6.2043692405922e-09
2,33,29,0.020196124862221,-6.2043692405922e-09
2,33,30,0.000863886412538206,-6.2043690185476e-09
2,33,31,0.00074777609165666,-6.2043692405922e-09
2,33,32,0.000139066042783575,-6.2043692405922e-09
2,33,33,0.586925328247767,0.666334455174718
2,33,34,-0,-6.2043692405922e-09
2,20,1,0.037366168785825,-2.717946734343e-08
2,20,2,0.369870388224222,0.32123364872276
2,20,3,0.0280844343130661,-2.717946734343e-08
2,20,4,0.310302938617356,0.468039477638923
2,20,5,0.0448176484620681,-2.717946734343e-08
2,20,6,0.26303037234374,0.5417355660198
2,20,7,0.560038670972795,0.825076888530617
2,20,8,0.237524367877316,0.330126281609779
2,20,9,0.203072505286474,0.371995424969094
2,20,10,0.0508669242139622,-2.71794675654746e-08
2,20,11,0.146790176800052,0.216024507512204
2,20,12,0.130905003598714,0.124718748280564
2,20,13,0.113090637312028,0.106277988120495
2,20,14,0.207776500346537,0.209929487429416
2,20,15,0.209536815741282,0.293551048437811
2,20,16,0.0690713975933259,-2.71794675654746e-08
2,20,17,0.0280114423699354,-2.717946734343e-08
2,20,18,0.563131252873952,0.686598278897759
2,20,19,0.337304336248377,0.543933565572614
2,20,20,0.717892587769154,0.772525752349042
2,20,21,0.0138157997615316,-2.717946734343e-08
2,20,22,0.0759751231838902,-2.717946734343e-08
2,20,23,0.0680418658145154,-2.717946734343e-08
2,20,24,0.0632070417978915,-2.717946734343e-08
2,20,25,0.0848735686270972,-2.717946734343e-08
2,20,26,0.0725668484610472,-2.717946734343e-08
2,20,27,0.0804852058688695,-2.717946734343e-08
2,20,28,0.057384788709391,-2.717946734343e-08
2,20,29,0.0927649054774586,-2.717946734343e-08
2,20,30,0.00347459571887032,-2.717946734343e-08
2,20,31,0.0035482845897824,-2.71794675654746e-08
2,20,32,0.000644080998186358,-2.717946734343e-08
2,20,33,0.0245544848714632,-2.71794671213854e-08
2,20,34,-2.22044604925031e-16,-2.717946734343e-08
2,0,1,0.195086174090196,-5.38344129275004e-08
2,0,2,0.441174029070855,0.321233648692354
2,0,3,0.251520864417612,-5.38344129275004e-08
2,0,4,0.367119483767765,0.468039477638811
2,0,5,0.0715131947053996,-5.38344127054557e-08
2,0,6,0.335838616875224,0.541735565985025
2,0,7,0.63378837056583,0.82507704848808
2,0,8,0.28729505061097,0.33012628159752
2,0,9,0.253237075976187,0.371995424934513
2,0,10,0.0858688931382822,-5.38344127054557e-08
2,0,11,0.194321577161729,0.216024507456682
2,0,12,0.164662365315475,0.124718748219455
2,0,13,0.151363319876069,0.106277988094695
2,0,14,0.226031105475332,0.209929487403853
2,0,15,0.26050474133762,0.293551048419301
2,0,16,0.137250781047669,-5.38344129275004e-08
2,0,17,0.0586700035509857,-5.38344127054557e-08
2,0,18,0.594622036322391,0.686598278884324
2,0,19,0.404106548416797,0.543933565532004
2,0,20,0.73277673368115,0.772525755509251
2,0,21,0.825772571736983,0.893769687137886
2,0,22,0.476713579372494,0.596860023302961
2,0,23,0.141453579873226,-5.38344127054557e-08
2,0,24,0.596507713548754,0.885331653397788
2,0,25,0.21939635851396,-5.38344127054557e-08
2,0,26,0.131433360988363,-5.38344127054557e-08
2,0,27,0.140086189254028,-5.38344127054557e-08
2,0,28,0.0977765982577841,-5.38344124834111e-08
2,0,29,0.161205013592384,-5.38344127054557e-08
2,0,30,0.00672040340155999,-5.38344127054557e-08
2,0,31,0.00618466092944181,-5.38344127054557e-08
2,0,32,0.00129444191792749,-5.38344127054557e-08
2,0,33,0.627719755326738,0.666333902915727
2,0,34,-0,-5.38344127054557e-08
3,21,1,0.145986902931145,-0.000117686644479198
3,21,2,0.0228993768703921,NaN
3,21,3,0.279834462907177,-0.000117686644479198
3,21,4,0.0199960398195106,-0.00011768664447942
3,21,5,0.00884353767973978,-0.00011768664447942
3,21,6,0.030354267074299,-0.000117686644479198
3,21,7,0.020839224468812,-0.00011768664447942
3,21,8,0.0200619043186188,-0.00011768664447942
3,21,9,0.0174104345673139,-0.000117686644479198
3,21,10,0.0133823773310613,-0.00011768664447942
3,21,11,0.0134269822844222,-0.000117686644479198
3,21,12,0.0183980421036032,-0.000117686644479198
3,21,13,0.0177626059289333,-0.000117686644479198
3,21,14,0.0158535982109961,-0.000117686644479198
3,21,15,0.0273190060259539,-0.00011768664447942
3,21,16,0.0126831287573669,-0.000117686644479198
3,21,17,0.00470831318278064,-0.000117686644479198
3,21,18,0.0139811094260204,-0.000117686644479198
3,21,19,0.0258582796639181,-0.000117686644479198
3,21,20,0.0224593530200425,-0.000117686644479198
3,21,21,0.684481709961467,0.898373332477552
3,21,22,0.0249136321840862,-0.00011768664447942
3,21,23,0.0312959578537454,-0.000117686644479198
3,21,24,0.0183158439220003,-0.000117686644479198
3,21,25,0.0171644393896663,-0.000117686644479198
3,21,26,0.0145561338817354,-0.00011768664447942
3,21,27,0.0231084233504233,-0.00011768664447942
3,21,28,0.0135689042140724,-0.000117686644479198
3,21,29,0.0279002569714757,-0.00011768664447942
3,21,30,0.000942487554827509,-0.00011768664447942
3,21,31,0.000866719234490776,-0.00011768664447942
3,21,32,-0,-0.00011768664447942
3,21,33,0.0114524802044903,-0.000117686644479198
3,21,34,5.51337555549924e-05,-0.000117686644479198
3,22,1,0.000572794953394573,-6.82799240081522e-06
3,22,2,0.00345056363745189,NaN
3,22,3,0.000849853459660599,-6.82799240081522e-06
3,22,4,0.000982932774475809,-6.82799240081522e-06
3,22,5,0.000775748920647912,-6.82799240103726e-06
3,22,6,0.00179208361680927,-6.82799240081522e-06
3,22,7,0.00461699609499899,-6.82799240081522e-06
3,22,8,0.00220156301737107,-6.82799240103726e-06
3,22,9,0.00120503050364451,-6.82799240103726e-06
3,22,10,0.000876374589047768,-6.82799240081522e-06
3,22,11,0.00194517872824174,-6.82799240103726e-06
3,22,12,0.00221365519764127,-6.82799240081522e-06
3,22,13,0.00230343198171556,-6.82799240081522e-06
3,22,14,0.00402180003335195,-6.82799240081522e-06
3,22,15,0.00418635852054539,-6.82799240081522e-06
3,22,16,0.00148057943767366,-6.82799240081522e-06
3,22,17,0.000549864825273749,-6.82799240081522e-06
3,22,18,0.00346373420506729,-6.82799240081522e-06
3,22,19,0.00111938620952523,-6.82799240081522e-06
3,22,20,0.000919373222352249,-6.82799240081522e-06
3,22,21,0.000871201308518033,-6.82799240059317e-06
3,22,22,0.147994556022901,0.471800004297318
3,22,23,0.00704230506853976,-6.82799240081522e-06
3,22,24,0.00536123127127219,-6.82799240103726e-06
3,22,25,0.0282299342740535,-6.82799240081522e-06
3,22,26,0.00213946095676198,-6.82799240081522e-06
3,22,27,0.0023674260401636,-6.82799240103726e-06
3,22,28,0.000861106783129117,-6.82799240081522e-06
3,22,29,0.00357635690563884,-6.82799240103726e-06
3,22,30,9.91857216148251e-05,-6.82799240103726e-06
3,22,31,0.000218754463518489,-6.82799240081522e-06
3,22,32,2.09993972825062e-05,-6.82799240081522e-06
3,22,33,0.000808001685376203,-6.82799240103726e-06
3,22,34,-2.22044604925031e-16,-6.82799240103726e-06
3,24,1,0.000106846023836704,-6.75744836309278e-07
3,24,2,0.00100870399776243,NaN
3,24,3,0.000173457176011804,-6.75744836309278e-07
3,24,4,9.90816716878173e-05,-6.75744836531322e-07
3,24,5,0.000145782734162325,-6.75744836309278e-07
3,24,6,0.000161962113358616,-6.75744836309278e-07
3,24,7,0.00176426107577221,-6.75744836309278e-07
3,24,8,0.000193471567248471,-6.75744836309278e-07
3,24,9,0.000269693669400106,-6.75744836309278e-07
3,24,10,0.000112850463994785,-6.75744836309278e-07
3,24,11,0.000333643582679177,-6.75744836309278e-07
3,24,12,0.000824773934314571,-6.75744836309278e-07
3,24,13,0.000824971331036317,-6.75744836309278e-07
3,24,14,0.000310129965501171,-6.75744836087233e-07
3,24,15,0.00181365214165885,-6.75744836309278e-07
3,24,16,8.32343404810754e-05,-6.75744836531322e-07
3,24,17,9.45541169852238e-05,-6.75744836309278e-07
3,24,18,8.90596914453479e-05,-6.75744836309278e-07
3,24,19,0.000119197641616386,-6.75744836531322e-07
3,24,20,9.1018551514721e-05,-6.75744836309278e-07
3,24,21,0.000305128774693908,-6.75744836309278e-07
3,24,22,0.00036787251759407,-6.75744836309278e-07
3,24,23,0.000580240535224319,-6.75744836309278e-07
3,24,24,0.167361547401675,0.847244585909447
3,24,25,0.00143084261441484,-6.75744836309278e-07
3,24,26,0.000150367862682299,-6.75744836309278e-07
3,24,27,0.000205850304761501,-6.75744836087233e-07
3,24,28,5.53432608447757e-05,-6.75744836309278e-07
3,24,29,0.000333206952228049,-6.75744836309278e-07
3,24,30,7.40368539309255e-06,-6.75744836309278e-07
3,24,31,2.53880767139281e-05,-6.75744836309278e-07
3,24,32,7.54626872212505e-07,-6.75744836309278e-07
3,24,33,6.32942720104612e-05,-6.75744836309278e-07
3,24,34,-0,-6.75744836309278e-07
3,33,1,0.0148873684208665,-5.52576539656346e-05
3,33,2,0.0166834638091545,NaN
3,33,3,0.0239978388482057,-5.52576539656346e-05
3,33,4,0.00845611903380372,-5.52576539656346e-05
3,33,5,0.00844038438012773,-5.52576539656346e-05
3,33,6,0.038515634670386,-5.52576539656346e-05
3,33,7,0.0149382184257145,-5.52576539658567e-05
3,33,8,0.015804920597451,-5.52576539658567e-05
3,33,9,0.00872815489744705,-5.52576539654126e-05
3,33,10,0.0083768294743457,-5.52576539656346e-05
3,33,11,0.00847784988013378,-5.52576539656346e-05
3,33,12,0.0124560095199576,-5.52576539656346e-05
3,33,13,0.0137953717082693,-5.52576539658567e-05
3,33,14,0.010012768551273,-5.52576539656346e-05
3,33,15,0.0221755555253532,-5.52576539656346e-05
3,33,16,0.00896704348897881,-5.52576539656346e-05
3,33,17,0.00473305189866791,-5.52576539656346e-05
3,33,18,0.00813579390248254,-5.52576539654126e-05
3,33,19,0.00909169448626501,-5.52576539656346e-05
3,33,20,0.00758866595280283,-5.52576539658567e-05
3,33,21,0.0232919806463883,-5.52576539656346e-05
3,33,22,0.022520187978653,-5.52576539656346e-05
3,33,23,0.0306177392237881,-5.52576539656346e-05
3,33,24,0.0361172592626736,-5.52576539656346e-05
3,33,25,0.0142671036448956,-5.52576539656346e-05
3,33,26,0.028405829075196,-5.52576539658567e-05
3,33,27,0.0190638830524428,-5.52576539656346e-05
3,33,28,0.0105232930038394,-5.52576539656346e-05
3,33,29,0.0354181380084178,-5.52576539656346e-05
3,33,30,0.00385628761323664,-5.52576539656346e-05
3,33,31,0.00163826786281529,-5.52576539656346e-05
3,33,32,0.000265235742803793,-5.52576539656346e-05
3,33,33,0.588965408321075,0.735628460379395
3,33,34,1.11022302462516e-16,-5.52576539658567e-05
3,20,1,0.0602348643210832,-0.000241157630527011
3,20,2,0.256442763643339,NaN
3,20,3,0.0540888586458113,-0.000241157630527011
3,20,4,0.434837637725956,0.57760494344498
3,20,5,0.0251736629573434,-0.000241157630527011
3,20,6,0.263941083916203,0.447373245820697
3,20,7,0.439043413895455,0.748325933396629
