coucode,casecode,indcode,ecorisk,dCi
12,22,34,0.000146982537861495,-0
12,24,1,0.00010718157136369,-0
12,24,2,0.00100427595425678,NaN
12,24,3,0.000111845103623276,-0
12,24,4,0.000212606308666152,-0
12,24,5,9.57321661320121e-05,-0
12,24,6,0.000156426318864256,-0
12,24,7,0.00299301611683056,-0
12,24,8,0.000179037811047222,-0
12,24,9,0.000158189585615753,-0
12,24,10,0.000141548198797636,-0
12,24,11,0.000142637542021928,-0
12,24,12,7.55029905424864e-05,-0
12,24,13,0.000135200525770096,-0
12,24,14,0.000371445953746607,-0
12,24,15,0.000278087655690484,-0
12,24,16,0.000139668634703494,-0
12,24,17,9.10935165042703e-05,-0
12,24,18,0.00017125774791571,-0
12,24,19,0.000201575117007469,-0
12,24,20,2.37331633241578e-05,-0
12,24,21,0.000440405288487544,-0
12,24,22,0.000163787323209319,-0
12,24,23,0.000225579810160026,-0
12,24,24,0.0871426531124599,0.818805255669483
12,24,25,0.00629538644045047,-0
12,24,26,0.000191739762903209,-0
12,24,27,0.000118709438528319,-0
12,24,28,7.48187137706857e-05,-0
12,24,29,0.00034182027500973,-0
12,24,30,3.56000858896532e-05,-0
12,24,31,1.0437364950211e-05,-0
12,24,32,4.17651239636996e-06,-0
12,24,33,3.83894026423359e-05,-0
12,24,34,4.49696421109813e-05,-0
12,33,1,0.00878397167037126,-0
12,33,2,0.0139262794264817,NaN
12,33,3,0.00857278924446303,-0
12,33,4,0.0143999939208637,-0
12,33,5,0.0117997303681118,-0
12,33,6,0.0341852113676109,-0
12,33,7,0.00947021323798158,-0
12,33,8,0.00886872984154541,-0
12,33,9,0.0170454454775872,-0
12,33,10,0.00708880710730397,-0
12,33,11,0.0101531618693231,-0
12,33,12,0.00438425592335123,-0
12,33,13,0.00836769764305922,-0
12,33,14,0.0163283766696996,-0
12,33,15,0.0174538363765673,-0
12,33,16,0.0167568609612417,-0
12,33,17,0.00523227661620129,-0
12,33,18,0.0103042018053923,-0
12,33,19,0.0115960334934014,-0
12,33,20,0.00289088016915284,-0
12,33,21,0.0126774480332104,-0
12,33,22,0.020136669965639,-0
12,33,23,0.0214672443373572,-0
12,33,24,0.0292894001620609,-0
12,33,25,0.0171402276862967,-0
12,33,26,0.0245699378536641,-0
12,33,27,0.0107827463123035,-0
12,33,28,0.00926644379733499,-0
12,33,29,0.0280666927262064,-0
12,33,30,0.00228378582411903,-0
12,33,31,0.00266797331205781,-0
12,33,32,0.00046355641574225,-0
12,33,33,0.566277372576884,0.665320553895692
12,33,34,0.00949062826109337,-0
12,20,1,0.014008956714777,-0
12,20,2,0.106708161806483,NaN
12,20,3,0.0116269420793289,-0
12,20,4,0.356645627761688,0.846
12,20,5,0.144271659451229,0.540622115461121
12,20,6,0.22708771149541,0.483088680106608
12,20,7,0.258397956865595,0.393338203691139
12,20,8,0.0186496978261084,-0
12,20,9,0.1659155178653,0.453946812914346
12,20,10,0.0722616841208182,0.566584048285666
12,20,11,0.0846685725434991,0.432254339291347
12,20,12,0.0329595855242827,0.0264367258196661
12,20,13,0.0837531504388157,0.107718666852722
12,20,14,0.222143412212211,0.702441755373611
12,20,15,0.172265185360966,0.520123860983596
12,20,16,0.0389951861092832,-0
12,20,17,0.0112253302005016,-0
12,20,18,0.35383758730841,0.601858299783745
12,20,19,0.165455337963112,0.278687344195737
12,20,20,0.427553471472948,0.489999424407318
12,20,21,0.0166718196495428,-0
12,20,22,0.181060419658449,0.411595180807357
12,20,23,0.10270570143294,-0
12,20,24,0.0600486365386437,-0
12,20,25,0.10907743701771,-0
12,20,26,0.0450899051007828,-0
12,20,27,0.0306390742904273,-0
12,20,28,0.033481646271959,-0
12,20,29,0.0532271021602526,-0
12,20,30,0.00449059204187274,-0
12,20,31,0.00273266707048769,-0
12,20,32,0.000473402032137527,-0
12,20,33,0.0094397417152462,-0
12,20,34,0.00330546716292046,-0
12,0,1,0.154226766804597,-0
12,0,2,0.148876221400883,NaN
12,0,3,0.168521935008769,-0
12,0,4,0.459802793658304,0.846
12,0,5,0.168027490472744,0.540622115461121
12,0,6,0.281518816478332,0.483088680106608
12,0,7,0.292102896884519,0.393338203691139
12,0,8,0.0450554906408362,-0
12,0,9,0.207524119771815,0.453946812914346
12,0,10,0.0921843065218683,0.566584048285666
12,0,11,0.109165065956809,0.432254339291347
12,0,12,0.0425213938274629,0.0264367258196661
12,0,13,0.105107347692751,0.107718666852722
12,0,14,0.26883121946712,0.702441755373611
12,0,15,0.211339935807762,0.520123860983596
12,0,16,0.0824971945551635,-0
12,0,17,0.0228317635904112,-0
12,0,18,0.376877816594455,0.601858299783745
12,0,19,0.199334193492393,0.278687344195737
12,0,20,0.445319741248443,0.489999424407318
12,0,21,0.742193727894963,0.896612883241926
12,0,22,0.281669359446,0.659096317506702
12,0,23,0.167081121193785,-0
12,0,24,0.197509393577108,0.818805255669483
12,0,25,0.160616850178282,-0
12,0,26,0.0873663294872505,-0
12,0,27,0.0583976823593051,-0
12,0,28,0.0594192489200563,-0
12,0,29,0.105200498770226,-0
12,0,30,0.00919600526990683,-0
12,0,31,0.00683048852867663,-0
12,0,32,0.00129859432455459,-0
12,0,33,0.581266259140999,0.665320553895692
12,0,34,0.0147834843082801,-0
13,21,1,0.170448738882935,-0
13,21,2,0.0207686763590503,-0
13,21,3,0.222390159854933,-0
13,21,4,0.0461299725875041,-0
13,21,5,0.081607329311415,-0
13,21,6,0.0501952259315873,-0
13,21,7,0.0316788148581324,-0
13,21,8,0.0584698403249474,-0
13,21,9,0.0639423235564751,-0
13,21,10,0.0410887482143804,-0
13,21,11,0.0383344711991427,-0
13,21,12,0.0366571122904303,-0
13,21,13,0.0470738310792669,-0
13,21,14,0.0194030239422408,-0
13,21,15,0.0405035016740465,-0
13,21,16,0.0500708710680023,-0
13,21,17,0.00903643331949022,-0
13,21,18,0.0146185214072206,-0
13,21,19,0.0866527946833031,-0
13,21,20,0.0188769852268555,-0
13,21,21,0.814137857494459,0.8915925926922
13,21,22,0.0595739202158726,-0
13,21,23,0.0323978171321605,-0
13,21,24,0.0217668380972813,-0
13,21,25,0.0502662671759518,-0
13,21,26,0.0533431078489532,-0
13,21,27,0.0473156259739831,-0
13,21,28,0.0411426775871405,-0
13,21,29,0.0432051770392053,-0
13,21,30,0.0099773562687745,-0
13,21,31,0.00423482965846256,-0
13,21,32,0.00552883062686016,-0
13,21,33,0.0195354104667304,-0
13,21,34,1.72912095752764e-09,-0
13,22,1,0.000373317089472969,-0
13,22,2,0.00167093341549673,-0
13,22,3,0.000397166532980719,-0
13,22,4,0.0009150133872875,-0
13,22,5,0.00141837674926759,-0
13,22,6,0.00113740423213038,-0
13,22,7,0.00368368890667892,-0
13,22,8,0.00173066502512453,-0
13,22,9,0.0019012152978185,-0
13,22,10,0.000887428315426986,-0
13,22,11,0.0013971195402428,-0
13,22,12,0.00183650234194599,-0
13,22,13,0.00151787289884187,-0
13,22,14,0.00134847888136924,-0
13,22,15,0.00206525141411917,-0
13,22,16,0.00193098654219825,-0
13,22,17,0.000350474107569387,-0
13,22,18,0.00448469166638488,-0
13,22,19,0.00226360328255348,-0
13,22,20,0.000490289310953185,-0
13,22,21,0.000193266789167756,-0
13,22,22,0.074386213420802,0.218153064348763
13,22,23,0.00265689250220913,-0
13,22,24,0.00210596784667305,-0
13,22,25,0.0192828871569726,-0
13,22,26,0.00115227724510036,-0
13,22,27,0.00201330057110805,-0
13,22,28,0.000617571760665236,-0
13,22,29,0.00216265818950023,-0
13,22,30,0.00129884399833269,-0
13,22,31,0.0001386329185048,-0
13,22,32,8.82884941996176e-05,-0
13,22,33,0.000485115561987381,-0
13,22,34,5.48857626014865e-11,-0
13,24,1,0.000330996685695473,-0
13,24,2,0.00454287691903643,-0
13,24,3,0.000370329394774882,-0
13,24,4,0.00114497428467131,-0
13,24,5,0.001785157116868,-0
13,24,6,0.00133245112137492,-0
13,24,7,0.0123167522128923,-0
13,24,8,0.00222370146807271,-0
13,24,9,0.00162514639264522,-0
13,24,10,0.000858975874783119,-0
13,24,11,0.00216271961975945,-0
13,24,12,0.00369781890663523,-0
13,24,13,0.00260797767911847,-0
13,24,14,0.00239021563640329,-0
13,24,15,0.00492361602358993,-0
13,24,16,0.00145794167587321,-0
13,24,17,0.000310504120069943,-0
13,24,18,0.000479868418877816,-0
13,24,19,0.000708742513978566,-0
13,24,20,0.000234642877539049,-0
13,24,21,0.000199542639279016,-0
13,24,22,0.00252650629352702,-0
13,24,23,0.00222692640945954,-0
13,24,24,0.351929495384987,0.689236810333921
13,24,25,0.0143869748163016,-0
13,24,26,0.00231054694419708,-0
13,24,27,0.0015833611486602,-0
13,24,28,0.000465394733393243,-0
13,24,29,0.00282734417516728,-0
13,24,30,0.000981435042278989,-0
13,24,31,0.000236124622294276,-0
13,24,32,5.1559889888253e-05,-0
13,24,33,0.000411745148456655,-0
13,24,34,4.54656312598445e-11,-0
13,33,1,0.00787648527554674,-0
13,33,2,0.00530461977102015,-0
13,33,3,0.00712922728481591,-0
13,33,4,0.0146622242109943,-0
13,33,5,0.0221220719735229,-0
13,33,6,0.0300276783623448,-0
13,33,7,0.00906061942025704,-0
13,33,8,0.0133968780144031,-0
13,33,9,0.018895206383144,-0
13,33,10,0.00917768043461209,-0
13,33,11,0.0126806031139232,-0
13,33,12,0.014633356773473,-0
13,33,13,0.0158865279135439,-0
13,33,14,0.0070678153979169,-0
13,33,15,0.0202524615362107,-0
13,33,16,0.0164594671617776,-0
13,33,17,0.0026108487920834,-0
13,33,18,0.0042571377039704,-0
13,33,19,0.0117348206665926,-0
13,33,20,0.00617267895983287,-0
13,33,21,0.00523974246011927,-0
13,33,22,0.0120605671506125,-0
13,33,23,0.00942884667644073,-0
13,33,24,0.028420070129248,-0
13,33,25,0.0102040125730026,-0
13,33,26,0.0152574674026833,-0
13,33,27,0.0144462538859752,-0
13,33,28,0.010359079669428,-0
13,33,29,0.0191665369216493,-0
13,33,30,0.00316161919964175,-0
13,33,31,0.00140640212602927,-0
13,33,32,0.00121107931794984,-0
13,33,33,0.590717783323572,0.712052610463627
13,33,34,4.85221196555585e-10,-0
13,20,1,0.0283296616005249,-0
13,20,2,0.201187951188523,0.0634504140884063
13,20,3,0.0208412350041948,-0
13,20,4,0.511639258219849,0.767540075493755
13,20,5,0.147202220401058,0.497134591496932
13,20,6,0.227356628280636,0.433264089538499
13,20,7,0.455058917932644,0.818885276709241
13,20,8,0.0993150048268643,-0
13,20,9,0.214379763617882,0.5446344888412
13,20,10,0.108290415199181,0.81082390716289
13,20,11,0.13723846082121,0.197543023138571
13,20,12,0.127388502974468,0.128573543974238
13,20,13,0.146814164468603,0.241816539286997
13,20,14,0.207835536300345,0.237992912992195
13,20,15,0.151208697140387,0.245204994324495
13,20,16,0.0828272376259013,-0
13,20,17,0.0121089432400941,-0
13,20,18,0.629627430806263,0.7535116844774
13,20,19,0.204064068143142,0.336196028867844
13,20,20,0.42414711903124,0.47983440597755
13,20,21,0.00697899480058106,-0
13,20,22,0.221601857664317,0.36278924275561
13,20,23,0.0775734424542254,-0
13,20,24,0.0523212855654493,-0
13,20,25,0.141000470839474,-0
13,20,26,0.0489218190915778,-0
13,20,27,0.0706084439484165,-0
13,20,28,0.0482404703812463,-0
13,20,29,0.0834558690543321,-0
13,20,30,0.0149394587096754,-0
13,20,31,0.00960688985224833,-0
13,20,32,0.00578952103272723,-0
13,20,33,0.0200725641368172,-0
13,20,34,1.71138592186537e-09,-0
13,0,1,0.207359199534177,-0
13,0,2,0.233475057653127,0.0634504140884063
13,0,3,0.2511281180717,-0
13,0,4,0.574491442690305,0.767540075493755
13,0,5,0.254135155552131,0.497134591496932
13,0,6,0.310049387928073,0.433264089538499
13,0,7,0.511798793330604,0.818885276709241
13,0,8,0.175136089659413,-0
13,0,9,0.300743655247965,0.5446344888412
13,0,10,0.160303248038383,0.81082390716289
13,0,11,0.191813374294277,0.197543023138571
13,0,12,0.184213293286952,0.128573543974238
13,0,13,0.213900374039374,0.241816539286997
13,0,14,0.238045070158276,0.237992912992195
13,0,15,0.218953527788354,0.245204994324495
13,0,16,0.152746504073753,-0
13,0,17,0.0244172035793067,-0
13,0,18,0.653467650002717,0.7535116844774
13,0,19,0.30542402928957,0.336196028867844
13,0,20,0.449921715406422,0.47983440597755
13,0,21,0.826749404183605,0.8915925926922
13,0,22,0.370149064745132,0.580942307104373
13,0,23,0.124283925174495,-0
13,0,24,0.456543657023638,0.689236810333921
13,0,25,0.235140612561702,-0
13,0,26,0.120985218532511,-0
13,0,27,0.135966985528143,-0
13,0,28,0.100825194131874,-0
13,0,29,0.150817585379855,-0
13,0,30,0.0303587132187022,-0
13,0,31,0.0156228791775408,-0
13,0,32,0.0126692793616259,-0
13,0,33,0.631222618637564,0.712052610463627
13,0,34,4.02607935878763e-09,-0
14,21,1,0.0709415492334564,-0
14,21,2,0.0226105592736728,-0
14,21,3,0.0898720531824834,-0
14,21,4,0.0405403283467978,-0
14,21,5,0.0196557471718172,-0
14,21,6,0.0351833795523437,-0
14,21,7,0.0116898227249898,-0
14,21,8,0.043631604961391,NaN
14,21,9,0.0271159412141826,-0
14,21,10,0.0145456727191768,-0
14,21,11,0.0161521981648776,-0
14,21,12,0.0212836330075669,-0
14,21,13,0.0222126888706631,-0
14,21,14,0.00482164361845172,-0
14,21,15,0.0311128412952936,-0
14,21,16,0.0375662265874375,-0
14,21,17,0.00526458997900336,-0
14,21,18,0.0321670607531248,-0
14,21,19,0.0130241009088871,-0
14,21,20,0.0373037113674632,-0
14,21,21,0.756895382605406,0.878573286102789
14,21,22,0.0269584274517913,-0
14,21,23,0.0354738431186388,-0
14,21,24,0.022626426266273,-0
14,21,25,0.0295958494972157,-0
14,21,26,0.0191528032457569,-0
14,21,27,0.031310251351627,-0
14,21,28,0.0413291980961107,-0
14,21,29,0.035633674875296,-0
14,21,30,0.00132994403719322,-0
14,21,31,0.00142392801477653,-0
14,21,32,0.00146709065277784,-0
14,21,33,0.0104463647840259,-0
14,21,34,0.0510205788141951,NaN
14,22,1,0.000396439538917326,-0
14,22,2,0.00205517643733955,-0
14,22,3,0.000228052944394985,-0
14,22,4,0.00196454042629879,-0
14,22,5,0.00185777378871588,-0
14,22,6,0.00133141866193343,-0
14,22,7,0.00841544943625561,-0
14,22,8,0.0022760229633968,NaN
14,22,9,0.0028103635210962,-0
14,22,10,0.00156482531034607,-0
14,22,11,0.00157048643670454,-0
14,22,12,0.0022667170341949,-0
14,22,13,0.00214470119393384,-0
14,22,14,0.000907005957149876,-0
14,22,15,0.00434032402675144,-0
14,22,16,0.00133191106948538,-0
14,22,17,0.000287322858974148,-0
14,22,18,0.0173565603274989,-0
14,22,19,0.000641941570753146,-0
14,22,20,0.00105210740730466,-0
14,22,21,0.000487657632720073,-0
14,22,22,0.0571064283728406,0.243661329227102
14,22,23,0.00784712820541156,-0
14,22,24,0.00352530362993031,-0
14,22,25,0.0202337269854799,-0
14,22,26,0.00165429861201771,-0
14,22,27,0.00231283678332406,-0
14,22,28,0.00118058577014657,-0
14,22,29,0.00266647855405455,-0
14,22,30,0.000151577137683545,-0
14,22,31,0.000133573178945467,-0
14,22,32,4.82400119701243e-05,-0
14,22,33,0.000407100440308561,-0
14,22,34,0.00447334854255399,NaN
14,24,1,0.000145766154260873,-0
14,24,2,0.000456669112268382,-0
14,24,3,0.000114309593236106,-0
14,24,4,0.000558082257852699,-0
14,24,5,0.000493382006519605,-0
14,24,6,0.000398834057978248,-0
14,24,7,0.00219537078543164,-0
14,24,8,0.000639094685578656,NaN
14,24,9,0.000388591657616844,-0
14,24,10,0.000255626600399461,-0
14,24,11,0.000441437677350609,-0
14,24,12,0.000889653249961375,-0
14,24,13,0.000759013374579509,-0
14,24,14,0.000353961437628891,-0
14,24,15,0.00217030327970946,-0
14,24,16,0.000305496728313592,-0
14,24,17,6.63302496434204e-05,-0
14,24,18,0.000509831540903116,-0
14,24,19,0.000212124045240514,-0
14,24,20,0.000144714216585462,-0
14,24,21,0.00050300329022368,-0
14,24,22,0.00103754205582518,-0
14,24,23,0.00239944491197042,-0
14,24,24,0.196278482920179,0.891496236360598
14,24,25,0.00799889353700878,-0
14,24,26,0.000338080891332138,-0
14,24,27,0.000415135732490302,-0
14,24,28,0.000223190950438656,-0
14,24,29,0.00108740019581255,-0
14,24,30,3.72233915877374e-05,-0
14,24,31,8.6152380064819e-05,-0
14,24,32,1.59807941534362e-05,-0
14,24,33,6.48892388053213e-05,-0
14,24,34,0.000934498261663808,NaN
14,33,1,0.00672188387539663,-0
14,33,2,0.0217885649193038,-0
14,33,3,0.00404608258452088,-0
14,33,4,0.0239406444719692,-0
14,33,5,0.0132350023191935,-0
14,33,6,0.0471285212438391,-0
14,33,7,0.0080548676790887,-0
14,33,8,0.0330123580048587,NaN
14,33,9,0.0143646331132496,-0
14,33,10,0.00789792829123159,-0
14,33,11,0.0100879266266199,-0
14,33,12,0.0142776598559347,-0
14,33,13,0.0160066917226894,-0
14,33,14,0.00371924108176414,-0
14,33,15,0.02201413009788,-0
14,33,16,0.0384894585839396,-0
14,33,17,0.00328170879688883,-0
14,33,18,0.0169318366959325,-0
14,33,19,0.00967042328160062,-0
14,33,20,0.00703225047824507,-0
14,33,21,0.0109546367871945,-0
14,33,22,0.0174773815285819,-0
14,33,23,0.0208061721690798,-0
14,33,24,0.0397889762957273,-0
14,33,25,0.0199067681142964,-0
14,33,26,0.0270298216420324,-0
14,33,27,0.0168904946005854,-0
14,33,28,0.0162551763998056,-0
14,33,29,0.0263509944271365,-0
14,33,30,0.000804702443350624,-0
14,33,31,0.00258122866681021,-0
14,33,32,0.000936658996328443,-0
14,33,33,0.576089445480977,0.651806511503745
14,33,34,0.033322343496904,NaN
14,20,1,0.0195232417792047,-0
14,20,2,0.0843083943951729,0.173262490505219
14,20,3,0.00669245215937198,-0
14,20,4,0.418961296900009,0.846
14,20,5,0.159038234573427,0.846
14,20,6,0.169661765984036,0.332003606454873
14,20,7,0.327553161317154,0.474183302924096
14,20,8,0.0820349097129004,NaN
14,20,9,0.334124875797342,0.842881202464948
14,20,10,0.14048631529983,0.672147794920211
14,20,11,0.148100575917777,0.316029201101473
14,20,12,0.273772614391522,0.531589407740378
14,20,13,0.447996669830426,0.846
14,20,14,0.106425265153734,0.107435741330753
14,20,15,0.188657578935326,0.543771791587788
14,20,16,0.041715058719497,-0
14,20,17,0.00722542150002892,-0
14,20,18,0.303719941692915,0.807076054917196
14,20,19,0.316733401427863,0.404770611806093
14,20,20,0.303885601555051,0.437641424684579
14,20,21,0.0076605835454957,-0
14,20,22,0.172660446187041,0.405209568717328
14,20,23,0.0873394862120287,-0
14,20,24,0.0578878558547805,-0
14,20,25,0.150715218332372,-0
14,20,26,0.0458423841701456,-0
14,20,27,0.0515714296160682,-0
14,20,28,0.0504451415515406,-0
14,20,29,0.061166381773628,-0
14,20,30,0.00277120294627076,-0
14,20,31,0.00225561009238973,-0
14,20,32,0.00137182645501566,-0
14,20,33,0.00810861551784248,-0
14,20,34,0.0827973215460334,NaN
14,0,1,0.0977288805812356,-0
14,0,2,0.131219364137758,0.173262490505219
14,0,3,0.100952950464007,-0
14,0,4,0.485964892402928,0.846
14,0,5,0.194280139859673,0.846
14,0,6,0.25370391950013,0.332003606454873
14,0,7,0.357908671942919,0.474183302924096
14,0,8,0.161593990328125,NaN
14,0,9,0.378804405303488,0.842881202464948
14,0,10,0.164750368220985,0.672147794920211
14,0,11,0.176352624823331,0.316029201101473
14,0,12,0.31249027753918,0.531589407740378
14,0,13,0.489119764992293,0.846
14,0,14,0.116227117248728,0.107435741330753
14,0,15,0.24829517763496,0.543771791587788
14,0,16,0.119408151688673,-0
14,0,17,0.0161253733845391,-0
14,0,18,0.370685231010375,0.807076054917196
14,0,19,0.340281991234344,0.404770611806093
14,0,20,0.34941838502465,0.437641424684579
14,0,21,0.77650126386104,0.878573286102789
14,0,22,0.27524022559608,0.64887089794443
14,0,23,0.15386607461713,-0
14,0,24,0.320107044966889,0.891496236360598
14,0,25,0.228450456466373,-0
14,0,26,0.0940173885612841,-0
14,0,27,0.102500148084095,-0
14,0,28,0.109433292768042,-0
14,0,29,0.126904929825928,-0
14,0,30,0.00509464995608599,-0
14,0,31,0.00648049233298742,-0
14,0,32,0.00383979691024461,-0
14,0,33,0.595116415461959,0.651806511503745
14,0,34,0.172548090661351,NaN
15,21,1,0.0620463501850038,-0
15,21,2,0.0164343314667418,-0
15,21,3,0.117709511280838,-0
15,21,4,0.007562002902749,-0
15,21,5,0.00928701468415583,-0
15,21,6,0.0327692194894119,-0
15,21,7,0.0168315746367134,-0
15,21,8,0.0206699939629199,-0
15,21,9,0.0212638425148565,-0
15,21,10,0.00830836855927242,-0
15,21,11,0.0143375600956926,-0
15,21,12,0.0164316987625212,-0
15,21,13,0.0143840423378583,-0
15,21,14,0.0152078165209302,-0
15,21,15,0.0239586460185259,-0
15,21,16,0.0274529865867659,-0
15,21,17,0.00457466792346728,-0
15,21,18,0.00974351013926134,-0
15,21,19,0.0299728379020141,-0
15,21,20,0.00302555793121806,-0
15,21,21,0.641375480766457,0.891465310344849
15,21,22,0.0204720514345242,-0
15,21,23,0.0132552246459756,-0
15,21,24,0.0254141531802595,-0
15,21,25,0.0316687733359999,-0
15,21,26,0.0219107974765039,-0
15,21,27,0.0110237475239807,-0
15,21,28,0.0172963710283793,-0
15,21,29,0.0237086333928218,-0
15,21,30,0.00403971470005715,-0
15,21,31,0.00108484023067734,-0
15,21,32,0.000245736455578349,-0
15,21,33,0.0112597334080377,-0
15,21,34,4.64193528060264e-09,-0
15,22,1,0.000521341268986397,-0
15,22,2,0.00471492673813223,-0
15,22,3,0.000495031440338356,-0
15,22,4,0.000392003747369585,-0
15,22,5,0.000715961211381178,-0
15,22,6,0.00115951262060565,-0
15,22,7,0.00754384333779556,-0
15,22,8,0.00134702845718382,-0
15,22,9,0.00267662699820559,-0
15,22,10,0.00133937797818717,-0
15,22,11,0.00116969458913829,-0
15,22,12,0.00168984462925137,-0
15,22,13,0.000689452224441389,-0
15,22,14,0.00189456623187279,-0
15,22,15,0.00324579634159872,-0
15,22,16,0.00130450295976481,-0
15,22,17,0.000500936125254814,-0
15,22,18,0.0140728183239818,-0
15,22,19,0.000963177484451072,-0
15,22,20,0.00084531992577086,-0
15,22,21,0.000565942551103649,-0
15,22,22,0.0562366364781203,0.248825185807934
15,22,23,0.00127395156661103,-0
15,22,24,0.002960590120336,-0
15,22,25,0.00231502370324344,-0
15,22,26,0.00118065516745314,-0
15,22,27,0.000727127089452662,-0
15,22,28,0.000516320571693485,-0
15,22,29,0.00125333495614854,-0
15,22,30,0.000446190090391818,-0
15,22,31,6.09622480064465e-05,-0
15,22,32,2.00526537694756e-05,-0
15,22,33,0.000532155391939182,-0
15,22,34,3.46775386184106e-10,-0
15,24,1,0.000550703625098459,-0
15,24,2,0.0042583257597818,-0
15,24,3,0.000757724521838532,-0
15,24,4,0.000333025400736209,-0
15,24,5,0.000448709624482291,-0
15,24,6,0.00100968592658701,-0
15,24,7,0.00701850990223485,-0
15,24,8,0.00111227225100985,-0
15,24,9,0.000653471341455103,-0
15,24,10,0.000621137604387756,-0
15,24,11,0.000690023585517729,-0
15,24,12,0.000841090087698282,-0
15,24,13,0.000702023641864225,-0
15,24,14,0.000923132506186697,-0
15,24,15,0.00160328586414082,-0
15,24,16,0.000874690416318269,-0
15,24,17,0.000198610610785965,-0
15,24,18,0.000611454727519223,-0
15,24,19,0.000774094621034171,-0
15,24,20,0.000167541286493322,-0
15,24,21,0.000997635626571847,-0
15,24,22,0.000996641810602328,-0
15,24,23,0.000730356570564084,-0
15,24,24,0.117172225767277,0.892751065720538
15,24,25,0.0122938151488656,-0
15,24,26,0.000897294848549057,-0
15,24,27,0.000797884663893078,-0
15,24,28,0.000622458474344167,-0
15,24,29,0.00113075490678238,-0
15,24,30,0.000258122743617584,-0
15,24,31,3.41385890948454e-05,-0
15,24,32,2.48170632923816e-05,-0
15,24,33,0.000173558395720086,-0
15,24,34,1.86685777947559e-10,-0
15,33,1,0.0186991551599993,-0
15,33,2,0.0286776951675168,-0
15,33,3,0.0215141528268038,-0
15,33,4,0.0138600621937216,-0
15,33,5,0.0176726003655214,-0
15,33,6,0.0616829730254895,-0
15,33,7,0.0326555792508841,-0
15,33,8,0.0286314609071089,-0
15,33,9,0.0256421467830095,-0
15,33,10,0.0134310097224225,-0
15,33,11,0.0177436388034119,-0
15,33,12,0.0196454524854872,-0
15,33,13,0.0183005247612277,-0
15,33,14,0.0176172459226078,-0
15,33,15,0.0261131993128695,-0
15,33,16,0.0431195504737856,-0
15,33,17,0.00643647935532987,-0
15,33,18,0.0335762468411313,-0
15,33,19,0.0303172588302043,-0
15,33,20,0.00851769628672494,-0
15,33,21,0.021035408962766,-0
15,33,22,0.0487002670961906,-0
15,33,23,0.0219303229450302,-0
15,33,24,0.0634587014539884,-0
15,33,25,0.0351423980376295,-0
15,33,26,0.0481130270691186,-0
15,33,27,0.0214954142516534,-0
15,33,28,0.015326914492553,-0
15,33,29,0.0298682025327054,-0
15,33,30,0.0104136321018222,-0
15,33,31,0.00813084732169866,-0
15,33,32,0.000652983612678848,-0
15,33,33,0.65323687347521,0.750661492850313
15,33,34,6.05189087732327e-09,-0
15,20,1,0.0406491555390257,-0
15,20,2,0.151472313162918,0.0392154663818828
15,20,3,0.0215257194868473,-0
15,20,4,0.613472540192155,0.814397470370097
15,20,5,0.0493665157903814,0.34245076673628
15,20,6,0.275684059462567,0.633758926087841
15,20,7,0.213184366054321,0.615547817314386
15,20,8,0.071183243988389,-0
15,20,9,0.114822551409232,0.447505804313596
15,20,10,0.0887775534936726,0.550993175066844
15,20,11,0.113414656244159,0.345445496361745
15,20,12,0.125462245054129,0.187271784271261
15,20,13,0.0866330187658042,0.0913381730931306
15,20,14,0.175321255528277,0.256596769550151
15,20,15,0.192219213447475,0.417738893139036
15,20,16,0.0716048304881732,-0
15,20,17,0.0139413476264788,-0
15,20,18,0.475859788105907,0.780787476363584
15,20,19,0.193038621470163,0.37356367731339
15,20,20,0.40040381965195,0.45561484414393
15,20,21,0.0162245514217834,-0
15,20,22,0.167144445944213,0.413797078703727
15,20,23,0.0826148470301952,-0
15,20,24,0.0824305044780282,-0
15,20,25,0.155164138764058,-0
15,20,26,0.054189704095116,-0
15,20,27,0.0350943589412887,-0
15,20,28,0.0292497833550065,-0
15,20,29,0.0585722164586506,-0
15,20,30,0.0147002843168342,-0
15,20,31,0.00347353901917913,-0
15,20,32,0.000719098361966819,-0
15,20,33,0.00938614687442674,-0
15,20,34,1.0968502994757e-08,-0
15,0,1,0.122466705778114,-0
15,0,2,0.205557592295091,0.0392154663818828
15,0,3,0.162002139556666,-0
15,0,4,0.63561963443673,0.814397470370097
15,0,5,0.0774908016759219,0.34245076673628
15,0,6,0.372305450524659,0.633758926087841
15,0,7,0.27723387318195,0.615547817314386
15,0,8,0.122943999566611,-0
15,0,9,0.165058639046757,0.447505804313596
15,0,10,0.112477447357943,0.550993175066844
15,0,11,0.147355573317919,0.345445496361745
15,0,12,0.164070331019087,0.187271784271261
15,0,13,0.120709061731195,0.0913381730931306
15,0,14,0.210964016709875,0.256596769550151
15,0,15,0.24714014098461,0.417738893139036
15,0,16,0.144356560924808,-0
15,0,17,0.0256520416413155,-0
15,0,18,0.533863818137801,0.780787476363584
15,0,19,0.255065990307867,0.37356367731339
15,0,20,0.412959935082157,0.45561484414393
15,0,21,0.680199019328682,0.891465310344849
15,0,22,0.293550042763651,0.662622264511661
15,0,23,0.119804702758377,-0
15,0,24,0.291436174999888,0.892751065720538
15,0,25,0.236584148989796,-0
15,0,26,0.12629147865674,-0
15,0,27,0.0691385324702691,-0
